GRID 100 100
99999999
3.62626 1.80808
0 -90
2900 2851.9 2602.37 -114.346 75.7855 74.6751 129.207 -569.673 -2902.55 -3875.46 
-4189.51 -4152.69 -4041.64 -3650.62 -3300.96 -2722.85 -3129.47 -3513.84 -3856.41 -4358.37 
-4893.33 -5193.79 -4851.62 -4968.43 -4808.73 -4923.85 -4893.21 -4838.86 -4776.42 -5399.85 
-5312.52 -4998.1 -4895.81 -4909.04 -4776.96 -4795.44 -4740.07 -4555.99 -4526.05 -4618.85 
-4361.44 -4168.84 -4825.1 -5147.19 -5367.44 -5225.08 -5116.15 -5099.11 -4764.02 -4250.65 
-4460.4 -4594.11 -4555.02 -4701.5 -4990.02 -4988.09 -5068.34 -5192.79 -5107.12 -4844.39 
-2944.23 -4706.78 -4840.95 -4820.66 -5164.74 -5504.89 -5840.22 -5730.54 -5699.05 -5752.53 
-5445.24 -5138.27 -5132.73 -5203.12 -5192.02 -5282.3 -5181.41 -4926.09 -4795.06 -5021.44 
-2691.17 -82.0834 382.727 523.119 508.648 376.202 411.761 503.301 419.925 -73.5718 
-1259.87 -2453.62 -1306.69 -1771.87 -3355.67 -3531.59 -2073.3 -2669.8 -3091.54 -2999.39 

2900 2819.82 2088.73 -52.8588 119.088 88.8996 262.869 -356.469 -3497.61 -3941.6 
-4159.83 -4203.85 -4143.98 -3906.26 -3476.49 -2432.55 -2863.12 -3042.05 -3462.23 -4125.33 
-4722.43 -5028.07 -4787.36 -5107.78 -5012.95 -5123.55 -5100.31 -4942.89 -5094.7 -5447.9 
-5330.7 -4992.47 -4894.65 -4962.12 -4542.75 -4598.86 -4600.04 -3669.67 -4753.92 -3956.44 
-2924.66 -4747.79 -4507.11 -4221.89 -4194.63 -5040.5 -5106.58 -4996.3 -4719.07 -4643.44 
-3676.96 -4423.95 -4712.06 -4979.51 -4871.06 -4828.81 -5238.11 -5552.24 -5451.57 -5228.61 
-5214.69 -5125.17 -5095.75 -5199.57 -5455.79 -5681.01 -5977.59 -5781.39 -5596.48 -5398.02 
-5335.48 -5263.18 -4909.92 -5093.32 -5202.28 -5147.93 -4982.15 -4995.26 -4709.71 -4424 
-4777.26 -970.226 -49.0294 604.27 2088.63 436.524 569.029 771.106 362.056 -139.465 
-2368.2 -3187.1 -1905.85 -2656.08 -3560.27 -3516.14 -2035.26 -2740 -2932.07 -2982.34 

2900 2787.21 1554.73 26.0117 165.313 105.647 549.763 -239.935 -3670.24 -3991.57 
-4087.67 -4199.53 -4140.5 -4054.8 -3908.08 -3543.38 -2746.18 -3002.23 -3126.93 -3812.77 
-4482.75 -4673.97 -4902.36 -4786.36 -4989.67 -5219.36 -5416.85 -5493.39 -5236.22 -5396.37 
-5293.72 -5098.34 -4934.35 -4813.03 -4544.58 -4355 -3895.57 -4421.23 -4523.23 -4089.32 
-4062.13 -1681.31 -4464.09 -4881.36 -4850.6 -5148.1 -4889.82 -4808.92 -4710.01 -4487.98 
-4479.69 -4905.99 -5069.61 -5041.04 -5180.1 -5198.54 -5074.76 -5661.87 -5844.94 -5453.1 
-5348.24 -5260.84 -5120.34 -5119.43 -5211.4 -5167.57 -5155.67 -5220.54 -5292.97 -5301.39 
-5359.49 -5158.93 -4867.48 -5026 -5118.37 -4975.05 -4883.73 -4691.33 -4510.89 -4075.1 
-4402.49 -3713.26 -729.18 300.862 1232.56 713.782 473.279 1099.38 336.202 -384.722 
-3337.56 -3849.48 -2905.71 -3361.43 -3755.11 -3478.16 -1996.28 -2810.95 -2767.58 -2964.29 

2899.7 2760.22 1129.96 110.082 217.843 145.311 595.4 525.95 -3381.47 -3969.37 
-4054.23 -4196.01 -4131.52 -4039.92 -4093.74 -4075.35 -3063.9 -3524.19 -3019.77 -3314.56 
-4006.03 -4243.64 -4637.84 -4864.21 -5045.35 -5224.55 -5411.62 -5505.62 -5546.24 -5074.98 
-5145.51 -4999.51 -4803.7 -4655.33 -2837.44 -4007.2 -4702.1 -4641.71 -4373.62 -4025.17 
-2279.25 -3195.32 -4407.62 -4966.37 -4620.87 -4496.18 -4461.55 -4607.92 -4389.72 -4335.21 
-4313.25 -4471.51 -4657.19 -4779.84 -4948.79 -5159.02 -5222.99 -5144.83 -5807.65 -5370.82 
-5176.86 -5200.11 -5192.5 -4999.29 -4970.52 -5041.62 -5054.84 -5130.83 -5261.14 -5205.4 
-5269.42 -5194.07 -4948.57 -4810 -4650.61 -4683.22 -4516.88 -4324.75 -4195.08 -3983.63 
-4118.24 -3838.74 -3240.62 555.537 1972.23 1065.04 378.577 986.342 454.664 -1276.84 
-3448.55 -3840.84 -3527.74 -3667.58 -3899.96 -3449.81 -1978.71 -2837.12 -2630.8 -2915.68 

2895.99 2751.33 1061.51 211.463 274.927 231.491 665.57 936.894 -2426.46 -3834.81 
-4096.46 -4196.24 -4136.63 -4115.68 -4036.04 -4296.94 -3632.12 -3730.02 -3481.58 -2976.33 
-3116.94 -3462.34 -4740.12 -4843.36 -5027.63 -5309.75 -5399.98 -5396.94 -5348.54 -4987.66 
-5016.61 -4893.93 -4639.9 -4240.65 -4112.55 -4395.07 -4506.09 -4560.58 -4401.98 -2807.85 
-3017.66 -1882.71 -4468.12 -4290.1 -3645.29 -1855.06 -4330.87 -4398.31 -4513.19 -4377.23 
-4470.85 -4398.87 -4502.61 -4691.06 -4758.98 -4994.21 -5104.04 -4886.24 -4973.6 -5173.74 
-5207.59 -5090.98 -5102.52 -4917.42 -4725.27 -4755.62 -4798.79 -4452.51 -5203.19 -5208.34 
-5358.36 -5535.75 -4628.17 -4498.86 -4508.63 -4400.25 -4263.77 -3967.9 -3710.88 -3663.57 
-3561.59 -3328.08 -2856.39 2879.81 1963.1 781.595 783.957 739.082 300.86 -1774.28 
-2951.24 -3853.82 -3805.16 -3804.24 -3897.41 -3463.21 -2034.89 -2716.24 -2583.88 -2769.6 

2892.3 2742.17 989.905 312.349 330.595 314.314 798.444 1425.82 -1053.81 -3559.73 
-4169.81 -4203.07 -4125.82 -4165.43 -4303.28 -4633.94 -4322.46 -3821.93 -3560.81 -2914.39 
-2977.36 -4348.57 -4698.69 -4806.85 -4969.51 -5203.2 -5027.94 -5190.34 -5107.01 -4665.61 
-4641.33 -4539.56 -4303.19 -4288.97 -4196.49 -4231.8 -4185.15 -3997.28 -3437.19 -2629.94 
-3766.28 -4275.7 -4221.35 -4017.94 -4195.26 -4312.77 -4306.44 -4465.32 -4421.5 -4439.84 
-4333.14 -4314.5 -4513.19 -4594.35 -4693.35 -4876.2 -5117.66 -4797.9 -4896.21 -5090.2 
-5093.74 -4991.14 -4847.71 -4830.56 -4641.88 -4656.35 -4593.62 -4569.24 -4972.44 -5122.3 
-5212.45 -4919.92 -4143.18 -4089.83 -4140.2 -4133.54 -4042.53 -3698.18 -3387.57 -3249.05 
-2983.6 -2460.7 144.578 1871.06 1322.33 849.616 885.895 817.461 -48.1024 -1871.19 
-2094.59 -3858.81 -3796.72 -3807.26 -3897.33 -3476.67 -2090.69 -2596.72 -2536.18 -2625.24 

2874.58 2716.14 1091.95 398.106 405.822 444.611 1035.25 1852.02 211.835 -2988.04 
-4084.29 -4163.28 -4057.92 -4415.1 -4728.85 -4824.52 -4665.02 -3876.41 -3471.71 -2857.75 
-3802.07 -4308.33 -4537.08 -4722.14 -4836.25 -5257.31 -5007.04 -4851.23 -4802.39 -4764.27 
-4574.79 -4391.58 -4290.33 -4260.04 -4035.23 -3935.48 -3679.37 -3370.93 -3712.93 -4007.71 
-4410.53 -4389.08 -4214.37 -4012.26 -4209.1 -4464.99 -4518.17 -4451.44 -4456.27 -4230.58 
-4377.52 -4315.92 -4395.51 -4440.74 -4682.9 -4799.72 -4795.99 -4849.62 -5038.12 -5041.24 
-5062.99 -4738.54 -4708.47 -4679.83 -4601.83 -4276.93 -4563 -4583.75 -5077.67 -5095.24 
-5005.27 -4581.74 -3665.09 -3704.9 -3762.24 -3611.85 -3338.95 -3163.56 -3009.8 -2169.74 
-1343.11 -97.7117 1162.33 1044.79 738.003 1121.89 665.529 213.559 -25.4931 -1704.61 
-1844.59 -3596.21 -3717.07 -3790.7 -3883.41 -3516.17 -2234.62 -2417.42 -2533.29 -2629.48 

2842 2672.3 1379.27 468.018 502.978 626.21 1176.59 2072.05 612.572 -1851.48 
-3837.6 -3979.07 -4300.11 -4668.16 -4968.62 -4975.34 -4955.5 -3626.42 -3388.8 -2975.16 
-4090.93 -4262.03 -4402.57 -4562.88 -4755.18 -4799.05 -4807.47 -4761.21 -4803.27 -4655.54 
-4480.43 -4287.51 -3934.9 -4086.97 -3950.78 -3775.99 -3504.75 -3687.7 -3985.12 -4122.83 
-3992.25 -4120.59 -4010.41 -3868.9 -4139.86 -4700.02 -4494.52 -4496.43 -4514.66 -4382.84 
-4359.86 -4307.13 -4303.57 -4417.17 -4735.2 -4805 -4802.85 -4805.86 -5020.87 -4860.43 
-4836.97 -4723.39 -4488.88 -4409.04 -4533.65 -4459.93 -4505.85 -4419.69 -4487.26 -4932.91 
-4881.12 -4706.53 -3295.96 -3313.82 -2813.3 -2586.74 -2690.93 -2502.82 -1752.42 -100.82 
204.704 936.658 1373.72 984.253 966.846 1074.09 300.143 198.05 159.654 -1255.77 
-1506.17 -2649.63 -3218.37 -3628.91 -3856.53 -3584.44 -2471.53 -2174.68 -2578.54 -2792 

2809.15 2628.02 1669 537.272 600.028 807.798 1347.08 2272.88 763.849 -884.281 
-3369.17 -3810.24 -4426.36 -4764.3 -5049.81 -5018.16 -5055.1 -3584.3 -3202.13 -3005.03 
-3689.81 -3968.82 -4148.83 -4392.96 -4484.7 -4545.56 -4593.23 -4522.15 -4755.58 -4655.67 
-4261.86 -4094.54 -3920.22 -3736.41 -3749.63 -3672.23 -3640.59 -3809.88 -3803.08 -3812.29 
-3829.94 -3698.03 -3735.6 -3991.08 -4304.48 -4594.2 -4550.72 -4613.55 -4503.77 -4363.16 
-4640.96 -4377.87 -4301.28 -4496.86 -4490.09 -4643.65 -4686.61 -4715.43 -4762.07 -4237.98 
-4381.94 -4490.53 -4186.18 -4307.86 -4436.71 -4361.81 -4238.04 -4257.97 -4391.72 -4640.78 
-4470.04 -4040.67 -3013.78 -2863.45 -2721.41 -2275.35 -2009.47 526.632 383.542 760.44 
868.145 1600.06 1487.62 741.529 891.335 588.638 286.543 255.086 97.8666 -735.174 
-986.204 -1711.38 -2337.51 -3182.21 -3827.11 -3651.55 -2710.6 -1930.33 -2623.93 -2956.46 

2799.98 2622.24 1802.72 654.395 692.254 963.248 1581.21 2502.12 847.838 -333.883 
-2658.03 -3695.01 -4429.49 -4808.87 -5033.28 -5094.11 -5050.21 -3637.99 -2948.72 -2911.96 
-3048.79 -3380.27 -3576.92 -3862.56 -3881.32 -4055.93 -4293.11 -4290.24 -4289.39 -4293.81 
-4157.03 -3884.54 -3794.42 -3698.45 -3458.44 -3428.86 -3161.85 -3472.34 -3714.09 -3704.11 
-3668.29 -3505.06 -3589.55 -3766.16 -4162.35 -4398.26 -4390.66 -4274.82 -4380.08 -4327.44 
-4496.45 -4382.52 -4302.65 -4389.97 -4397.5 -4481.46 -4590.05 -4584.64 -4382.7 -4121.47 
-4056.31 -4089.59 -4103.48 -4095.45 -4042.29 -4216.71 -4122.4 -3978.12 -4138 -3223.61 
-899.948 253.661 887.286 923.91 673.009 690.138 36.8657 572.809 957.343 987.745 
1218.82 1096.32 769.296 523.179 316.522 270.03 117.013 262.578 59.1924 -225.337 
-231.054 -1005.57 -1089.99 -2406.2 -3606.63 -3626.93 -2758.62 -1804.67 -2674.96 -3000.07 

2800 2630.98 1879.82 787.682 781.815 1107.82 1580.75 2218.7 868.961 -267.103 
-2022.16 -3609.78 -4430.7 -4808.75 -5032.54 -5089.49 -5032.22 -3759.52 -3475.3 -2993.28 
-2836.76 -2968.41 -3128.45 -3427.51 -3640.01 -3846.96 -4104.95 -4103.16 -4104.3 -4117.8 
-3868.06 -3700.75 -3625.41 -3534.06 -3359.8 -3169.98 -3340.26 -3416.35 -3521.78 -3571.27 
-3526.53 -3433.32 -3605.6 -3786.14 -4031.78 -4142.44 -4153.38 -4229.74 -4182.18 -4055.59 
-3928.56 -4123.79 -4201.49 -4197.8 -4024.63 -4174.78 -4194.05 -3983.27 -3862.87 -3750.66 
-3803.14 -3850.97 -4015.48 -4019.54 -3911.48 -3736.81 -3153.31 -1656.48 -987.251 605.691 
1716.12 1636.92 1657.21 1615.75 1248.86 495.271 355.257 565.938 867.227 1712.34 
898.752 634.741 518.737 470.918 199.719 266.281 53.2352 240.075 -31.2028 -72.1436 
97.1873 -448.943 -372.251 -1628.67 -3324.2 -3571.28 -2739.05 -1720.63 -2728.14 -3000 

2800 2639.11 1961.5 922.875 876.146 1252.96 1607.69 1956.91 769.605 -271.604 
-1580.53 -3763.83 -4416.17 -4833.78 -5025.93 -5086.44 -5015.03 -4354.59 -4104.97 -3361.42 
-3324.54 -3333.44 -2872.94 -2950.7 -3141.23 -3420.2 -3614.78 -3650.32 -3580.25 -3631.57 
-3537.62 -3353.96 -3326.29 -3244.74 -3267.71 -2748.57 -3134.81 -3181.22 -3234.6 -3279.98 
-3186.9 -3195.92 -3186.29 -3342.79 -3764.66 -4045.41 -4278.55 -4375.99 -4260.75 -4011.07 
-3859.14 -3876.85 -4053.26 -4091.98 -4121.51 -4023.86 -4091.41 -3953.57 -3850.76 -3667.17 
-3594.4 -3697.95 -3755.28 -3265.03 -3794.18 -859.873 311.739 1139.43 155.389 751.095 
1453.15 1946.52 2004.79 1189.47 1753.63 1668.1 837.713 1310.14 1495.79 1096.24 
739.62 650.903 363.71 246.027 184.871 427.96 393.951 169.238 -32.0298 90.2288 
159.384 -107.329 -122.879 -948.174 -3029.15 -3503.5 -2714.85 -1640.07 -2783.89 -3000 

2800 2630.43 2170.17 1109.18 1095.07 1395.79 1654.27 1693.99 582.015 -344.873 
-1301.73 -3697.98 -4394.85 -4773.56 -5025.87 -5060.43 -5002.24 -4839.15 -4288.09 -3908.97 
-3822.24 -3755.06 -3459.78 -3075.86 -3043.74 -2948.16 -2852.9 -2888.26 -2876.65 -2898.3 
-2899.97 -2899.29 -2901.92 -2904.96 -2699.24 -2833.38 -3360.58 -3453.15 -3416.05 -3423.63 
-3480.19 -3342.7 -3057.57 -3022.33 -3255.21 -3525.59 -3723.61 -3896.64 -4194.74 -4145.07 
-3771.04 -3812.58 -4003.18 -4115.51 -4002.02 -3122.19 -3813.26 -3696.19 -3305.72 -3164.64 
-3186.3 -3362.28 -2945 208.482 -376.015 -355.025 724.439 739.382 778.838 2138.63 
1616.53 2109.99 2026.15 1904.45 2001.24 1724.84 743.57 837.134 743.617 624.058 
744.58 627.47 228.838 191.211 232.003 452.268 487.709 63.1505 169.884 220.914 
29.7671 8.4522 -91.8705 -478.614 -2528.98 -3168.03 -2569.33 -1660.3 -2909.25 -3000 

2800 2620.51 2388.02 1298.87 1321.83 1536.41 1719.47 1407.01 334.951 -481.284 
-1140.77 -3899.36 -4343.86 -4667.19 -4999.65 -5012.72 -4997.37 -5216.98 -4994.89 -4563.84 
-4291.09 -4066.29 -3657.62 -3516.12 -3479.28 -3182.72 -3598.53 -3465.34 -3696.51 -3453.87 
-3480.5 -3237.16 -3178.34 -3186.69 -3076.23 -3327.04 -3748.71 -3964.5 -4098.66 -4054.66 
-3865.14 -3651.48 -3623.92 -3670.65 -3486.64 -3097.77 -3095.03 -3513.76 -3758.03 -3900.08 
-3847.16 -3782.34 -3707.48 -3779.76 -3621.8 -3251.28 -3686.49 -3707.07 -3843.6 -3589.31 
-3539.63 -2956.7 -2685.23 -253.496 1028.31 1662.38 1735.88 1605.57 1847.54 2133.05 
2384.34 2313.51 2047.66 1987.16 1868.16 1145.25 723.564 699.178 620.256 525.551 
670.207 496.615 315.074 476.945 317.396 495.955 318.05 126.605 198.832 275.413 
-126.551 80.4093 -108.72 -370.338 -2015.21 -2814.11 -2415.33 -1687.75 -3039.53 -3000 

2800 2612.56 2565.52 1488.92 1549.72 1676.19 1668.41 1229.62 151.228 -451.342 
-1106.71 -3971.61 -4264.68 -4561.51 -4898.9 -5008.81 -5064.79 -5298.05 -5221.29 -5018.53 
-4631.41 -4177.24 -3842.39 -3869.1 -3871.69 -3763.55 -3731.16 -4010.69 -4103.88 -4097.09 
-3392.35 -3434.65 -3513.31 -3592.81 -3343.95 -2617.17 -3701.71 -4084.89 -4174.74 -4210.74 
-4145.68 -4079.27 -4160.17 -4125.52 -4156.9 -3916.37 -3750.94 -3322.97 -3323.53 -3632.26 
-3573.67 -3591.11 -3447.98 -3427.61 -3108.81 -3033.35 -3017.01 -3058.08 -3274.79 -3683.06 
-352.212 1341.08 1843.29 1649.28 1800.18 1382.25 1040.72 922.411 1117.85 1579.74 
1934.49 1708.7 1682.22 1510 1237.65 959.816 608.118 600.083 529.084 485.397 
518.373 499.696 481.718 501.822 489.697 408.115 181.539 82.0421 239.941 188.031 
-116.941 -25.8711 -234.305 -233.187 -1515.56 -2444.02 -2276.16 -1713.43 -3121.56 -3000 

2800 2612.9 2585.78 1681.23 1782.09 1812.09 1655.24 1163.24 183.016 -329.881 
-977.522 -4028.8 -4292.86 -4610.62 -4866.87 -5054.02 -5102.7 -5099.15 -5204.65 -5202.3 
-4844.88 -4290.39 -4153.08 -4117.19 -3914.24 -3948.31 -4322.11 -4373.17 -4237.08 -3738.36 
-3574.23 -3556.32 -3653.81 -3647.08 -3424.19 -2419.24 -3779.74 -3890.88 -4104.58 -4361.26 
-4175.92 -4165.76 -4157.75 -4192.55 -4235.6 -4124.86 -4108.99 -3806.58 -3619.94 -3350.49 
-3318.19 -3215.08 -3291.66 -3317.52 -3348.06 -3490.41 -3339.42 -3397.57 -3616.54 -148.643 
855.692 1673.31 1662.24 1714.46 672.463 238.691 466.945 632.289 730.066 856.783 
886.638 898.289 803.574 912.544 447.538 602.638 486.197 500.743 456.474 332.226 
394.188 445.508 474.481 471.679 286.583 194.392 141.9 50.1255 78.2632 2.00474 
-129.993 -90.6367 -266.539 7.97268 -1055.44 -2005.75 -2193.75 -1735.84 -3013.6 -3000 

2800 2613.14 2607.44 1873.19 2014.29 1948.74 1690.9 1193.64 430.413 -66.5228 
-737.353 -4047.46 -4310.06 -4610.9 -4861.98 -5013.41 -5106.46 -4836.17 -4969.59 -5156.78 
-4932.1 -4598.35 -4465.39 -4395.36 -4279.98 -4033.09 -4220.07 -3975.32 -3846.2 -3739.04 
-3786.96 -3795.68 -3857.39 -3782.01 -3508.07 -3542.74 -3576.92 -4082.39 -4254.63 -4298.4 
-4142.61 -3784.39 -3541.17 -3826.91 -3921.63 -3858.11 -3956.43 -3720.31 -3423.94 -3334.68 
-3187.58 -2885.28 -3442.93 -3547.56 -3589.36 -3773.77 -4079.75 -3627.58 -2273.75 1514.28 
1165.52 -1272 -1812.5 -868.737 -293.923 -34.216 170.406 185.085 233.929 240.924 
367.268 373.765 463.757 416.523 388.73 395.216 310.255 140.802 122.065 120.679 
159.257 229.453 238.268 227.195 147.658 120.661 160.043 76.0341 96.3379 -40.7234 
-163.807 -98.9633 -179.623 90.4429 -598.989 -1570.18 -2110.97 -1758.29 -2907.53 -3000 

2800 2609.76 2589.04 1988.96 2127.5 2038.73 1768.05 1225.94 616.599 133.248 
-316.319 -3930.22 -4224.52 -4606.38 -4827.91 -5060.44 -5055.51 -4826.09 -4795.62 -5061.64 
-5020.88 -4743.18 -4800.84 -4738.55 -4596.09 -4502.64 -4174.35 -3756.77 -3362.79 -3502.26 
-3769.93 -3802.02 -3926.74 -3971.58 -3581.51 -3646.95 -3619.65 -3795.4 -4022.44 -4172.13 
-4127.94 -3978.13 -3880.3 -3872.74 -3957.97 -4148.67 -4129.37 -3964.04 -3498.16 -3306.19 
-2860.39 -2607.07 -3389.48 -3505.43 -3598.2 -3671.24 -3793.3 -4595.25 -127.04 481.184 
-415.615 -2329.89 -3318.77 -3547.47 -2230 -216.93 21.9872 102.151 89.5017 205.68 
196.893 198.946 205.456 287.777 305.82 316.786 244.131 198.47 190.02 158.692 
94.2598 86.3499 58.1552 23.1553 83.6195 99.3807 209.429 124.175 95.7873 86.814 
19.5246 -71.1832 -45.0394 102.794 -298.886 -1227.3 -2023.42 -1788.54 -2786.7 -3000 

2800 2601.88 2521.43 2013.13 2095.06 2071.15 1941.17 1229.6 855.355 245.42 
-312.325 -3679.18 -4221.12 -4504.8 -4714.3 -4892.6 -5044.31 -4945.54 -4773.91 -5059.84 
-4981.71 -4802.79 -4826.93 -4657.99 -4529.48 -4100.79 -3647.66 -3483.35 -3847.88 -3904.91 
-3936.72 -3689.92 -3491.68 -3669.94 -3727.4 -3920.78 -3771.52 -4144.71 -4401.53 -4424.45 
-4243.65 -3881.09 -3800.45 -4175.61 -3787.85 -4114.7 -3891.69 -3712.17 -3408.86 -766.071 
-1966.46 -2069.47 -2850.01 -3416.73 -3393.02 -3485.64 -3850.9 372.019 570.901 256.739 
150.49 -16.5841 -1613.77 -3562.58 -2760.03 -534.777 9.21549 41.8423 74.6855 75.6092 
121.092 149.435 198.364 199.221 214.995 301.883 190.678 233.499 198.84 143.59 
91.682 13.7596 -79.148 -108.586 -66.7359 81.4193 131.735 157.764 32.9822 148.769 
114.254 -41.289 56.5499 133.974 -191.548 -998.318 -1930.17 -1827.13 -2648.26 -3000 

2800 2594.23 2455.03 2037.57 2061.17 2099.98 2190.2 1232.54 1063.1 356.763 
-402.24 -2659.58 -4025.2 -4319.61 -4637.49 -4750.15 -5102.16 -4938.8 -4771.4 -5061.1 
-4952.92 -4729.91 -4691.77 -4291.6 -3985.24 -3645.06 -3380.67 -3556.05 -4257.96 -4325 
-3975.18 -3795.34 -3840.47 -3667.2 -3757.51 -3201.13 -3568.44 -4026.83 -4285.24 -4396.97 
-4400.88 -4550.24 -4361.61 -4308.08 -4385.61 -4094.34 -3948.56 -3736.2 -3127.83 -2426.69 
-2653.62 -2787.35 -1694.77 -2047.91 -2903.6 -2196.88 532.56 734.145 572.617 -2690.26 
-3067.9 -356.436 -647.048 -2096.84 -3014.27 -2233.59 -345.48 98.6416 199.259 303.841 
205.021 197.519 200.053 188.528 183.354 194.97 132.18 211.267 200.29 183.472 
40.6216 -62.1789 -135.474 -182.632 -126.576 -0.0403298 45.5288 80.8213 -34.6392 175.917 
208.332 -1.0587 121.973 185.604 26.027 -685.439 -1827.16 -1865.64 -2509.03 -3000 

2800 2561.24 2239.95 1964.71 1850 1890.08 2514.46 1248.4 1201.49 436.223 
-414.315 -1919.46 -4055.32 -4285.52 -4614.2 -4877.01 -5103.29 -4886.25 -4831.79 -4937.21 
-4789.64 -4614.89 -4335.88 -3981.48 -3750.91 -3255.31 -3217.17 -4332.45 -3922.07 -3970.47 
-3880.34 -3911.28 -4053.67 -4047.76 -3965.5 -4175.26 -3204.72 -2695 -3465.88 -4315.07 
-4446.84 -4837.66 -4912.55 -4548.15 -4384.55 -4362.85 -4192.73 -3792.89 -2847.87 -1393.16 
